"","","","","","","","bonf_res"
"1",0.0013333333333333,0,0,0,1,0,1
"2",0.00266666666666671,0,0,1,0,0,1
"3",0.0906666666666667,0,0,1,0,0,0
"4",0.0426666666666666,0,0,1,0,0,1
"5",0.00666666666666671,0,0,1,0,0,1
"6",0.0813333333333334,0,0,1,0,0,1
"7",0.00666666666666671,0,0,1,0,0,1
"8",0.289333333333333,0,0,0,1,0,0
"9",0.0013333333333333,0,1,0,0,0,1
"10",0.0013333333333333,0,1,0,0,0,1
"11",0,0,1,0,0,0,1
"12",0.0013333333333333,0,0,0,1,0,1
"13",0.0226666666666666,0,0,1,0,0,1
"14",0.0746666666666667,0,1,0,0,0,1
"15",0.0226666666666666,0,0,1,0,0,1
"16",0.0226666666666666,0,0,1,0,0,1
"17",0.18,0,0,1,0,0,1
"18",0.012,0,0,1,0,0,1
"19",0.004,0,0,1,0,0,1
"20",0.0133333333333333,0,0,0,1,0,1
"21",0.0013333333333333,0,0,0,1,0,1
"22",0.044,0,1,0,0,0,1
"23",0.004,0,0,0,1,0,1
"24",0.004,0,0,0,1,0,1
"25",0.106666666666667,0,0,1,0,0,0
"26",0.08,0,0,1,0,0,1
"27",0.0973333333333334,0,0,1,0,0,0
"28",0,0,1,0,0,0,1
"29",0.0133333333333333,0,0,0,1,0,1
"30",0.0093333333333333,0,0,1,0,0,1
"31",0.004,0,0,1,0,0,1
"32",0.004,0,0,0,1,0,1
"33",0.0186666666666667,0,0,1,0,0,1
"34",0.244,0,0,0,1,0,0
"35",0,0,0,1,0,0,1
"36",0.0133333333333333,0,0,0,1,0,1
"37",0.178666666666667,0,1,0,0,0,0
"38",0.0133333333333333,0,0,0,1,0,1
"39",0.0986666666666667,0,1,0,0,0,1
"40",0.0826666666666667,0,1,0,0,0,1
"41",0.004,0,0,1,0,0,1
"42",0.02,0,0,1,0,0,1
"43",0.0293333333333333,0,0,1,0,0,1
"44",0.028,0,0,1,0,0,1
"45",0.0173333333333333,0,0,1,0,0,1
"46",0.0013333333333333,0,0,1,0,0,1
"47",0.00800000000000001,0,0,1,0,0,1
"48",0.00266666666666671,0,0,1,0,0,1
"49",0.0226666666666666,0,0,1,0,0,1
"50",0.0053333333333333,0,0,1,0,0,1
"51",0.028,0,1,0,0,0,1
"52",0,0,1,0,0,0,1
"53",0,0,0,0,1,0,1
"54",0.0013333333333333,0,1,0,0,0,1
"55",0.0706666666666667,0,0,1,0,0,0
"56",0.02,0,0,1,0,0,1
"57",0.0133333333333333,0,0,0,1,0,1
"58",0.028,0,0,1,0,0,1
"59",0,0,0,0,1,0,1
"60",0.00800000000000001,0,0,1,0,0,1
"61",0.0679999999999999,0,0,0,1,0,1
"62",0.00266666666666671,0,1,0,0,0,1
"63",0.0146666666666667,0,0,0,1,0,1
"64",0.0653333333333334,0,0,1,0,0,1
"65",0.00266666666666671,0,0,0,1,0,1
"66",0.269333333333333,0,0,0,1,0,0
"67",0,0,0,1,0,0,1
"68",0.0146666666666667,0,0,1,0,0,1
"69",0,0,0,1,0,0,1
"70",0.00266666666666671,0,0,1,0,0,1
"71",0,0,0,1,0,0,1
"72",0.0600000000000001,0,1,0,0,0,1
"73",0.0213333333333333,0,0,1,0,0,1
"74",0,0,1,0,0,0,1
"75",0.004,0,0,1,0,0,1
"76",0.004,0,1,0,0,0,1
"77",0,0,0,0,1,0,1
"78",0.0013333333333333,0,0,1,0,0,1
"79",0.00266666666666671,0,0,0,1,0,1
"80",0.0093333333333333,0,0,1,0,0,1
"81",0.868,0,0,1,0,0,0
"82",0.0106666666666667,0,1,0,0,0,1
"83",0.0013333333333333,0,0,0,1,0,1
"84",0.032,0,0,1,0,0,1
"85",0.00800000000000001,0,0,1,0,0,1
"86",0.00266666666666671,0,1,0,0,0,1
"87",0,0,0,0,1,0,1
"88",0.00666666666666671,0,0,1,0,0,1
"89",0.04,0,0,1,0,0,0
"90",0.024,0,0,1,0,0,1
"91",0,0,0,0,1,0,1
"92",0.032,0,0,0,1,0,1
"93",0.0333333333333333,0,0,0,1,0,1
"94",0.0106666666666667,0,0,0,1,0,1
"95",0.08,0,0,1,0,0,0
"96",0.0173333333333333,0,0,1,0,0,1
"97",0.0013333333333333,0,1,0,0,0,1
"98",0.0053333333333333,0,0,0,1,0,1
"99",0.0093333333333333,0,0,0,1,0,1
"100",0,0,0,1,0,0,1
"101",0,0,0,0,1,0,1
"102",0.109333333333333,0,0,1,0,0,0
"103",0.004,0,1,0,0,0,1
"104",0.004,0,0,0,1,0,1
"105",0.0373333333333333,0,0,1,0,0,1
"106",0.0013333333333333,0,1,0,0,0,1
"107",0.004,0,0,0,1,0,1
"108",0.9,0,1,0,0,0,0
"109",0.00266666666666671,0,0,0,1,0,1
"110",0.0466666666666666,0,0,0,1,0,1
"111",0.0586666666666666,0,1,0,0,0,1
"112",0.0053333333333333,0,0,0,1,0,1
"113",0.00800000000000001,0,0,1,0,0,1
"114",0.0013333333333333,0,1,0,0,0,1
"115",0.0413333333333333,0,0,0,1,0,1
"116",0.104,0,0,1,0,0,0
"117",0.0666666666666667,0,0,0,1,0,1
"118",0.0253333333333333,0,1,0,0,0,1
"119",0,0,1,0,0,0,1
"120",0.106666666666667,0,0,1,0,0,0
"121",0.0546666666666666,0,0,1,0,0,0
"122",0.0053333333333333,0,1,0,0,0,1
"123",0,0,0,0,1,0,1
"124",0.185333333333333,0,0,0,1,0,0
"125",0.0146666666666667,0,0,1,0,0,1
"126",0.0053333333333333,0,0,0,1,0,1
"127",0,0,0,1,0,0,1
"128",0.449333333333333,0,0,1,0,0,0
"129",0.0866666666666667,0,1,0,0,0,1
"130",0,0,0,1,0,0,1
"131",0.00266666666666671,0,0,1,0,0,1
"132",0.00266666666666671,0,0,0,1,0,1
"133",0,0,0,1,0,0,1
"134",0.016,0,0,1,0,0,1
"135",0.0013333333333333,0,1,0,0,0,1
"136",0.00266666666666671,0,0,1,0,0,1
"137",0.0626666666666666,0,0,0,1,0,0
"138",0,0,0,1,0,0,1
"139",0.0786666666666667,0,0,0,1,0,0
"140",0.0106666666666667,0,0,0,1,0,1
"141",0.012,0,0,1,0,0,1
"142",0.0013333333333333,0,0,1,0,0,1
"143",0.0533333333333333,0,0,1,0,0,1
"144",0.00666666666666671,0,0,1,0,0,1
"145",0,0,0,1,0,0,1
"146",0.004,0,0,0,1,0,1
"147",0.0013333333333333,0,0,1,0,0,1
"148",0.0133333333333333,0,0,1,0,0,1
"149",0,0,0,1,0,0,1
"150",0.004,0,0,1,0,0,1
"151",0.0013333333333333,0,0,1,0,0,1
"152",0.00800000000000001,0,0,1,0,0,1
"153",0.0013333333333333,0,0,0,1,0,1
"154",0.0226666666666666,0,0,1,0,0,1
"155",0.0013333333333333,0,0,0,1,0,1
"156",0,0,0,0,1,0,1
"157",0.00800000000000001,0,1,0,0,0,1
"158",0.012,0,1,0,0,0,1
"159",0,0,0,0,1,0,1
"160",0.0053333333333333,0,0,0,1,0,1
"161",0.048,0,0,1,0,0,1
"162",0.0626666666666666,0,0,1,0,0,0
"163",0.0013333333333333,0,0,0,1,0,1
"164",0,0,1,0,0,0,1
"165",0.004,0,0,1,0,0,1
"166",0,0,0,0,1,0,1
"167",0.105333333333333,0,1,0,0,0,0
"168",0,0,1,0,0,0,1
"169",0.004,0,0,0,1,0,1
"170",0.946666666666667,0,0,1,0,0,0
"171",0.004,0,0,1,0,0,1
"172",0.0453333333333333,0,0,1,0,0,1
"173",0.00266666666666671,0,0,1,0,0,1
"174",0.0453333333333333,0,1,0,0,0,1
"175",0,0,0,0,1,0,1
"176",0.0133333333333333,0,0,1,0,0,1
"177",0.004,0,0,1,0,0,1
"178",0.192,0,1,0,0,0,1
"179",0.0013333333333333,0,0,0,1,0,1
"180",0.406666666666667,0,0,1,0,0,0
"181",0.0093333333333333,0,1,0,0,0,1
"182",0.00800000000000001,0,0,0,1,0,1
"183",0,0,0,0,1,0,1
"184",0.00666666666666671,0,0,0,0,1,1
"185",0.028,0,0,1,0,0,1
"186",0.0106666666666667,0,1,0,0,0,1
"187",0.096,0,0,1,0,0,0
"188",0.117333333333333,0,0,1,0,0,0
"189",0.0146666666666667,0,1,0,0,0,1
"190",0.0146666666666667,0,0,1,0,0,1
"191",0.0573333333333333,0,0,1,0,0,0
"192",0.0533333333333333,0,0,1,0,0,0
"193",0.0466666666666666,0,1,0,0,0,1
"194",0.04,0,1,0,0,0,1
"195",0.105333333333333,0,0,0,1,0,1
"196",0.0013333333333333,0,0,1,0,0,1
"197",0.0013333333333333,0,0,1,0,0,1
"198",0.0106666666666667,0,1,0,0,0,1
"199",0.0266666666666666,0,0,1,0,0,1
"200",0,0,0,0,1,0,1
"201",0.00666666666666671,0,0,1,0,0,1
"202",0.0013333333333333,0,0,1,0,0,1
"203",0.176,0,1,0,0,0,0
"204",0.00266666666666671,0,0,1,0,0,1
"205",0,0,0,1,0,0,1
"206",0,0,0,0,1,0,1
"207",0.0586666666666666,0,1,0,0,0,1
"208",0.00800000000000001,0,0,1,0,0,1
"209",0.0013333333333333,0,0,0,1,0,1
"210",0.052,0,1,0,0,0,1
"211",0.00666666666666671,0,0,0,1,0,1
"212",0.0013333333333333,0,0,1,0,0,1
"213",0.0053333333333333,0,0,1,0,0,1
"214",0,0,0,1,0,0,1
"215",0.137333333333333,0,0,1,0,0,1
"216",0.016,0,0,0,1,0,1
"217",0.0053333333333333,0,0,1,0,0,1
"218",0.0306666666666666,0,0,1,0,0,1
"219",0,0,0,0,1,0,1
"220",0.044,0,0,0,1,0,1
"221",0.00800000000000001,0,0,0,1,0,1
"222",0.0266666666666666,0,0,1,0,0,1
"223",0.0146666666666667,0,0,0,1,0,1
"224",0.0093333333333333,0,1,0,0,0,1
"225",0.0226666666666666,0,0,0,1,0,0
"226",0.0346666666666666,0,0,1,0,0,1
"227",0.0013333333333333,0,0,0,1,0,1
"228",0.024,0,0,1,0,0,1
"229",0.056,0,0,1,0,0,0
"230",0.125333333333333,0,0,0,1,0,1
"231",0.0106666666666667,0,0,0,1,0,1
"232",0,0,0,1,0,0,1
"233",0.0146666666666667,0,0,1,0,0,1
"234",0.052,0,1,0,0,0,1
"235",0.0146666666666667,0,0,1,0,0,1
"236",0.0106666666666667,0,0,1,0,0,1
"237",0.130666666666667,0,0,1,0,0,1
"238",0.00266666666666671,0,0,1,0,0,1
"239",0.0013333333333333,0,0,1,0,0,1
"240",0.0186666666666667,0,0,1,0,0,1
"241",0.24,0,0,0,1,0,0
"242",0.0013333333333333,0,1,0,0,0,1
"243",0.125333333333333,0,0,1,0,0,0
"244",0.0013333333333333,0,0,0,1,0,1
"245",0.004,0,0,1,0,0,1
"246",0,0,0,1,0,0,1
"247",0.0106666666666667,0,0,1,0,0,1
"248",0.00800000000000001,0,0,0,1,0,1
"249",0.0453333333333333,0,0,1,0,0,1
"250",0,0,0,0,1,0,1
"251",0,0,0,1,0,0,1
"252",0.0053333333333333,0,0,1,0,0,1
"253",0.0013333333333333,0,0,0,1,0,1
"254",0.104,0,0,0,1,0,0
"255",0.0253333333333333,0,0,1,0,0,0
"256",0.0506666666666666,0,0,1,0,0,0
"257",0.056,0,0,0,1,0,1
"258",0.004,0,0,1,0,0,1
"259",0.0266666666666666,0,1,0,0,0,1
"260",0.0186666666666667,0,0,1,0,0,1
"261",0.0493333333333333,0,0,1,0,0,1
"262",0.128,0,0,1,0,0,1
"263",0,0,0,0,1,0,1
"264",0.00666666666666671,0,0,1,0,0,1
"265",0.00800000000000001,0,1,0,0,0,1
"266",0.18,0,0,0,1,0,0
"267",0.0053333333333333,0,0,1,0,0,1
"268",0.048,0,0,1,0,0,1
"269",0.048,0,0,0,1,0,1
"270",0,0,0,1,0,0,1
"271",0.00800000000000001,0,0,1,0,0,1
"272",0,0,1,0,0,0,1
"273",0.181333333333333,0,1,0,0,0,1
"274",0,0,0,1,0,0,1
"275",0.0186666666666667,0,0,1,0,0,1
"276",0,0,0,1,0,0,1
"277",0.00266666666666671,0,0,1,0,0,1
"278",0.004,0,0,0,1,0,1
"279",0.072,0,0,1,0,0,0
"280",0.0306666666666666,0,0,1,0,0,1
"281",0.0013333333333333,0,0,0,1,0,1
"282",0,0,0,1,0,0,1
"283",0.0093333333333333,0,0,1,0,0,1
"284",0,0,0,0,1,0,1
"285",0.0253333333333333,0,0,1,0,0,1
"286",0.0013333333333333,0,1,0,0,0,1
"287",0.0293333333333333,0,0,1,0,0,1
"288",0.0506666666666666,0,1,0,0,0,1
"289",0,0,0,1,0,0,1
"290",0.00266666666666671,0,0,0,1,0,1
"291",0.126666666666667,0,0,1,0,0,1
"292",0.036,0,0,1,0,0,1
"293",0,0,1,0,0,0,1
"294",0.0346666666666666,0,0,1,0,0,1
"295",0,0,0,1,0,0,1
"296",0,0,0,1,0,0,1
"297",0.0093333333333333,0,1,0,0,0,1
"298",0.0013333333333333,0,0,0,1,0,1
"299",0.133333333333333,0,0,0,1,0,0
"300",0.00266666666666671,0,0,0,1,0,1
"301",0,0,0,1,0,0,1
"302",0.0013333333333333,0,0,1,0,0,1
"303",0.0106666666666667,0,0,0,1,0,1
"304",0.0173333333333333,0,0,1,0,0,1
"305",0,0,0,0,1,0,1
"306",0,0,0,1,0,0,1
"307",0.00266666666666671,0,0,0,1,0,1
"308",0.0253333333333333,0,0,0,1,0,1
"309",0.0946666666666667,0,0,1,0,0,0
"310",0.0106666666666667,0,0,1,0,0,1
"311",0.0226666666666666,0,0,1,0,0,1
"312",0.0013333333333333,0,0,1,0,0,1
"313",0.016,0,1,0,0,0,1
"314",0.0639999999999999,0,0,0,1,0,0
"315",0.00266666666666671,0,0,1,0,0,1
"316",0.024,0,1,0,0,0,1
"317",0.0466666666666666,0,0,1,0,0,1
"318",0.150666666666667,0,0,1,0,0,1
"319",0.0013333333333333,0,0,1,0,0,1
"320",0,0,0,1,0,0,1
"321",0.0093333333333333,0,0,1,0,0,1
"322",0.0600000000000001,0,0,1,0,0,0
"323",0.004,0,0,0,1,0,1
"324",0.0253333333333333,0,0,0,1,0,1
"325",0.032,0,0,1,0,0,1
"326",0.0173333333333333,0,1,0,0,0,1
"327",0,0,0,1,0,0,1
"328",0,0,1,0,0,0,1
"329",0.004,0,0,1,0,0,1
"330",0.076,0,0,1,0,0,0
"331",0.0346666666666666,0,0,0,1,0,1
"332",0.00800000000000001,0,0,0,1,0,1
"333",0.0093333333333333,0,1,0,0,0,1
"334",0.02,0,0,0,1,0,1
"335",0.004,0,0,0,1,0,1
"336",0,0,0,0,1,0,1
"337",0.0333333333333333,0,0,1,0,0,1
"338",0.0146666666666667,0,0,1,0,0,1
"339",0.0853333333333334,0,0,1,0,0,1
"340",0.0386666666666666,0,0,0,1,0,1
"341",0,0,0,1,0,0,1
"342",0.370666666666667,0,0,1,0,0,0
"343",0.032,0,0,0,1,0,0
"344",0.0186666666666667,0,0,1,0,0,1
"345",0.0013333333333333,0,0,1,0,0,1
"346",0.0013333333333333,0,0,1,0,0,1
"347",0.0186666666666667,0,0,0,1,0,1
"348",0.0466666666666666,0,0,0,1,0,1
"349",0.0053333333333333,0,0,0,1,0,1
"350",0.0746666666666667,0,0,1,0,0,0
"351",0.150666666666667,0,0,1,0,0,0
"352",0.0293333333333333,0,0,1,0,0,1
"353",0.0253333333333333,0,0,1,0,0,1
"354",0,0,0,1,0,0,1
"355",0.0306666666666666,0,0,1,0,0,1
"356",0.0546666666666666,0,0,0,1,0,1
"357",0.0133333333333333,0,0,1,0,0,1
"358",0.0053333333333333,0,1,0,0,0,1
"359",0,0,0,1,0,0,1
"360",0.00266666666666671,0,0,1,0,0,1
"361",0.0106666666666667,0,0,0,1,0,1
"362",0.0013333333333333,0,0,1,0,0,1
"363",0.0693333333333334,0,0,0,1,0,1
"364",0.0053333333333333,0,1,0,0,0,1
"365",0.00666666666666671,0,0,1,0,0,1
"366",0.0493333333333333,0,0,1,0,0,1
"367",0.0146666666666667,0,0,1,0,0,1
"368",0.004,0,1,0,0,0,1
"369",0.012,0,1,0,0,0,1
"370",0.0493333333333333,0,0,1,0,0,1
"371",0,0,0,0,1,0,1
"372",0.0293333333333333,0,0,1,0,0,1
"373",0.00266666666666671,0,0,1,0,0,1
"374",0,0,0,0,1,0,1
"375",0,0,0,1,0,0,1
"376",0.0333333333333333,0,0,1,0,0,0
"377",0.044,0,0,1,0,0,1
"378",0.0013333333333333,0,0,0,1,0,1
"379",0.00800000000000001,0,0,1,0,0,1
"380",0.016,0,0,1,0,0,1
"381",0.052,0,1,0,0,0,1
"382",0.0266666666666666,0,1,0,0,0,1
"383",0.0386666666666666,0,0,1,0,0,0
"384",0.0146666666666667,0,0,0,1,0,1
"385",0.182666666666667,0,1,0,0,0,0
"386",0.0013333333333333,0,0,1,0,0,1
"387",0.138666666666667,0,0,1,0,0,0
"388",0.00266666666666671,0,1,0,0,0,1
"389",0.004,0,0,1,0,0,1
"390",0.0546666666666666,0,0,1,0,0,1
"391",0.00666666666666671,0,0,1,0,0,1
"392",0.016,0,0,0,1,0,1
"393",0,0,0,0,1,0,1
"394",0.024,0,0,1,0,0,0
"395",0,0,1,0,0,0,1
"396",0.510666666666667,0,0,1,0,0,0
"397",0.004,0,1,0,0,0,1
"398",0.052,0,0,1,0,0,1
"399",0,0,1,0,0,0,1
"400",0.0773333333333334,0,0,1,0,0,1
